id,organism,control,time,abundance,logscale,treatment,algalHost
Maat5CLL,V,FALSE,11.9933,4057400,FALSE,P-Limited,Phaeocystis globosa
Maat5CLL,V,FALSE,14.9734,4847700,FALSE,P-Limited,Phaeocystis globosa
Maat5CLL,V,FALSE,20.9734,11449000,FALSE,P-Limited,Phaeocystis globosa
Maat5CLL,V,FALSE,23.9245,13002000,FALSE,P-Limited,Phaeocystis globosa
Maat5CLL,V,FALSE,29.9195,22955000,FALSE,P-Limited,Phaeocystis globosa
Maat5CLL,V,FALSE,35.97,38465000,FALSE,P-Limited,Phaeocystis globosa
Maat5CLL,V,FALSE,48.9592,57716000,FALSE,P-Limited,Phaeocystis globosa
Maat5CLL,V,FALSE,71.9123,64622000,FALSE,P-Limited,Phaeocystis globosa
Maat5CLL,V,FALSE,95.9201,69367000,FALSE,P-Limited,Phaeocystis globosa
Maat5CML,V,FALSE,6.65E-03,4394800,FALSE,P-Limited,Phaeocystis globosa
Maat5CML,V,FALSE,3.0067,3884000,FALSE,P-Limited,Phaeocystis globosa
Maat5CML,V,FALSE,6,3565900,FALSE,P-Limited,Phaeocystis globosa
Maat5CML,V,FALSE,9,5021200,FALSE,P-Limited,Phaeocystis globosa
Maat5CML,V,FALSE,11.9933,4616400,FALSE,P-Limited,Phaeocystis globosa
Maat5CML,V,FALSE,14.9734,5589800,FALSE,P-Limited,Phaeocystis globosa
Maat5CML,V,FALSE,20.9867,11613000,FALSE,P-Limited,Phaeocystis globosa
Maat5CML,V,FALSE,23.98,14583000,FALSE,P-Limited,Phaeocystis globosa
Maat5CML,V,FALSE,30.0305,30826000,FALSE,P-Limited,Phaeocystis globosa
Maat5CML,V,FALSE,36.0255,50231000,FALSE,P-Limited,Phaeocystis globosa
Maat5CML,V,FALSE,49.0147,51659000,FALSE,P-Limited,Phaeocystis globosa
Maat5CML,V,FALSE,71.9956,61304000,FALSE,P-Limited,Phaeocystis globosa
Maat5CML,V,FALSE,96.0588,68017000,FALSE,P-Limited,Phaeocystis globosa
Maat5BHL,H,FALSE,0.0278,290700,FALSE,P-Limited,Phaeocystis globosa
Maat5BHL,H,FALSE,6.0556,300930,FALSE,P-Limited,Phaeocystis globosa
Maat5BHL,H,FALSE,12.0278,300540,FALSE,P-Limited,Phaeocystis globosa
Maat5BHL,H,FALSE,18.0556,259260,FALSE,P-Limited,Phaeocystis globosa
Maat5BHL,H,FALSE,24.0556,200810,FALSE,P-Limited,Phaeocystis globosa
Maat5BHL,H,FALSE,30.0556,139470,FALSE,P-Limited,Phaeocystis globosa
Maat5BHL,H,FALSE,36.0556,87962.963,FALSE,P-Limited,Phaeocystis globosa
Maat5BHL,H,FALSE,48.0833,17168.2099,FALSE,P-Limited,Phaeocystis globosa
Maat5BHL,H,FALSE,72.0833,2121.9136,FALSE,P-Limited,Phaeocystis globosa
Maat5BHL,H,FALSE,96.1111,1929.0123,FALSE,P-Limited,Phaeocystis globosa
Maat5BLL,H,FALSE,0,374610,FALSE,P-Limited,Phaeocystis globosa
Maat5BLL,H,FALSE,6.0278,381370,FALSE,P-Limited,Phaeocystis globosa
Maat5BLL,H,FALSE,11.9722,381170,FALSE,P-Limited,Phaeocystis globosa
Maat5BLL,H,FALSE,17.9167,325810,FALSE,P-Limited,Phaeocystis globosa
Maat5BLL,H,FALSE,24.0278,335260,FALSE,P-Limited,Phaeocystis globosa
Maat5BLL,H,FALSE,29.9444,288580,FALSE,P-Limited,Phaeocystis globosa
Maat5BLL,H,FALSE,35.9722,217590,FALSE,P-Limited,Phaeocystis globosa
Maat5BLL,H,FALSE,48.0556,123260,FALSE,P-Limited,Phaeocystis globosa
Maat5BLL,H,FALSE,72.0278,-578.7037,FALSE,P-Limited,Phaeocystis globosa
Maat5BLL,H,FALSE,95.9167,-964.5062,FALSE,P-Limited,Phaeocystis globosa
Maat5BML,H,FALSE,0,351850,FALSE,P-Limited,Phaeocystis globosa
Maat5BML,H,FALSE,6.0278,334880,FALSE,P-Limited,Phaeocystis globosa
Maat5BML,H,FALSE,12.0278,335260,FALSE,P-Limited,Phaeocystis globosa
Maat5BML,H,FALSE,18.0278,292250,FALSE,P-Limited,Phaeocystis globosa
Maat5BML,H,FALSE,24,264470,FALSE,P-Limited,Phaeocystis globosa
Maat5BML,H,FALSE,30.0833,190200,FALSE,P-Limited,Phaeocystis globosa
Maat5BML,H,FALSE,36.0556,106100,FALSE,P-Limited,Phaeocystis globosa
Maat5BML,H,FALSE,48.0556,32214.5062,FALSE,P-Limited,Phaeocystis globosa
Maat5BML,H,FALSE,72.0278,-578.7037,FALSE,P-Limited,Phaeocystis globosa
Maat5BML,H,FALSE,96.0833,-964.5062,FALSE,P-Limited,Phaeocystis globosa
Maat5AHL,H,TRUE,0.0278,293940,FALSE,P-Limited,Phaeocystis globosa
Maat5AHL,H,TRUE,6.0228,307050,FALSE,P-Limited,Phaeocystis globosa
Maat5AHL,H,TRUE,12.0178,305860,FALSE,P-Limited,Phaeocystis globosa
Maat5AHL,H,TRUE,18.0128,306610,FALSE,P-Limited,Phaeocystis globosa
Maat5AHL,H,TRUE,24.0355,346370,FALSE,P-Limited,Phaeocystis globosa
Maat5AHL,H,TRUE,30.0305,362570,FALSE,P-Limited,Phaeocystis globosa
Maat5AHL,H,TRUE,35.9978,349030,FALSE,P-Limited,Phaeocystis globosa
Maat5AHL,H,TRUE,48.0155,357870,FALSE,P-Limited,Phaeocystis globosa
Maat5AHL,H,TRUE,71.9956,366270,FALSE,P-Limited,Phaeocystis globosa
Maat5ALL,H,TRUE,0,378140,FALSE,P-Limited,Phaeocystis globosa
Maat5ALL,H,TRUE,6.0228,373090,FALSE,P-Limited,Phaeocystis globosa
Maat5ALL,H,TRUE,11.9344,373460,FALSE,P-Limited,Phaeocystis globosa
Maat5ALL,H,TRUE,17.9295,369570,FALSE,P-Limited,Phaeocystis globosa
Maat5ALL,H,TRUE,23.9523,445640,FALSE,P-Limited,Phaeocystis globosa
Maat5ALL,H,TRUE,29.975,471880,FALSE,P-Limited,Phaeocystis globosa
Maat5ALL,H,TRUE,35.9978,461820,FALSE,P-Limited,Phaeocystis globosa
Maat5ALL,H,TRUE,48.0988,465630,FALSE,P-Limited,Phaeocystis globosa
Maat5ALL,H,TRUE,72.0233,490260,FALSE,P-Limited,Phaeocystis globosa
Maat5AML,H,TRUE,-0.0278,355740,FALSE,P-Limited,Phaeocystis globosa
Maat5AML,H,TRUE,6.0228,346830,FALSE,P-Limited,Phaeocystis globosa
Maat5AML,H,TRUE,12.0178,346420,FALSE,P-Limited,Phaeocystis globosa
Maat5AML,H,TRUE,18.0128,340220,FALSE,P-Limited,Phaeocystis globosa
Maat5AML,H,TRUE,23.9523,380750,FALSE,P-Limited,Phaeocystis globosa
Maat5AML,H,TRUE,30.0028,413940,FALSE,P-Limited,Phaeocystis globosa
Maat5AML,H,TRUE,35.9978,383410,FALSE,P-Limited,Phaeocystis globosa
Maat5AML,H,TRUE,47.9878,377570,FALSE,P-Limited,Phaeocystis globosa
Maat5AML,H,TRUE,71.9678,386740,FALSE,P-Limited,Phaeocystis globosa
